class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Reptilia,Squamata,Colubridae,Platyceps,collaris,-999,Collared Dwarf Racer,-999,"IUCN, 2011 from median of 4(IUCN, 2011, Reptile Incubation book, IUCN, 2011, Reptile Incubation book)",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Platyceps,florulentus,-999,"Flowered Racer, Geoffroys' Racer",-999,-999,-999,"Boback and Guyer, 2003","Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,-999,-999,"Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Platyceps,karelini,-999,Spotted Desert Racer,-999,-999,-999,-999,"Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,-999,-999,"Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Platyceps,najadum,-999,"Slender Whip Snake, Dahls Wipe Snake",-999,"mean of IUCN, 2011 & Reptile Incubation book from median of 4(IUCN, 2011, Reptile Incubation book, IUCN, 2011, Reptile Incubation book)",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Platyceps,ventromaculatus,-999,"Hardwicke's Rat Snake, Glossy-bellied Racer",-999,-999,-999,-999,"Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,-999,-999,"Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Pliocercus,elapoides,-999,Variegated False Coral Snake.,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Pseudelaphe,flavirufa,-999,Yellow-red Rat Snake,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,"de Magalhaes and Costa, 2009",-999,-999,-999,-999,"Birchard, G. and D. Marcellini, 1996","Birchard, G. and D. Marcellini, 1996 from median of 3(Birchard, G. and D. Marcellini, 1996, Reptile Incubation book, Reptile Incubation book)",-999,"mean of Carey, J.R. and D.S. Judge, 2002 and de Magalhaes and Costa, 2009",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Pseustes,poecilonotus,-999,Puffing Snake,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Pseustes,shropshirei,-999,Shropshire's Puffing Snake,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Ptyas,carinata,-999,Keeled Rat Snake,-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Ptyas,fusca,-999,"White-bellied Rat Snake, Brown Rat Snake",-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Ptyas,korros,-999,"Chinese Ratsnake, Indo-Chinese Rat Snake",-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Ptyas,mucosa,-999,"Dhaman, Oriental Ratsnake",-999,"BC Reptiles - Hedges, 2008 from median of 7(Reptile Incubation book, BC Reptiles - Auliya, 2010, BC Reptiles - Auliya, 2010, Reptile Incubation book, BC Reptiles - Hedges, 2008, BC Reptiles - Auliya, 2010, BC Reptiles - Auliya, 2010)","BC Reptiles - Auliya, 2010","mean of BC Reptiles - Auliya, 2010 and Boback and Guyer, 2003","de Magalhaes and Costa, 2009","BC Reptiles - Auliya, 2010",-999,"BC Reptiles - Auliya, 2010",-999,-999,"BC Reptiles - Auliya, 2010 from median of 3(BC Reptiles - Auliya, 2010, BC Reptiles - Auliya, 2010, Reptile Incubation book)",-999,"BC Reptiles - Tacutu, R., T. Craig, A. Budovsky et al. 2013 from median of 5(Carey, J.R. and D.S. Judge, 2002, de Magalhaes and Costa, 2009, Carey, J.R. and D.S. Judge, 2002, BC Reptiles - Tacutu, R., T. Craig, A. Budovsky et al. 2013, BC Reptiles - Wilson, 2003)",-999,-999,-999,-999,-999,"BC Reptiles - Hedges, 2008","BC Reptiles - Hedges, 2008",-999,"BC Reptiles - Auliya, 2010","mean of BC Reptiles - Auliya, 2010 and BC Reptiles - Auliya, 2010","mean of BC Reptiles - Auliya, 2010 and BC Reptiles - Auliya, 2010",-999,-999,-999,-999,"mean of BC Reptiles - Auliya, 2010 and BC Reptiles - Auliya, 2010"
Reptilia,Squamata,Colubridae,Rhadinophis,prasinus,-999,"Green Trinket Snake, Green Bush Rat Snake, Green Ratsnake",-999,"Reptile Incubation book from median of 4(Reptile Incubation book, Reptile Incubation book, Reptile Incubation book, Reptile Incubation book)",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,"Reptile Incubation book from median of 4(Reptile Incubation book, Reptile Incubation book, Reptile Incubation book, Reptile Incubation book)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Rhamnophis,aethiopissa,-999,"Large-eyed Green Treesnake, Splendid Dagger-tooth Tree snake",-999,mean of Reptile Incubation book and Reptile Incubation book,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Rhinechis,scalaris,-999,Ladder Snakes,-999,"mean of Reptile Incubation book & IUCN, 2011 from median of 4(IUCN, 2011, Reptile Incubation book, IUCN, 2011, Reptile Incubation book)",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Rhinocheilus,lecontei,-999,Longnose Snake,-999,"mean of Behler, J.L., King, F.W., 1979 & Reptile Incubation book from median of 6(Reptile Incubation book, Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Reptile Incubation book, Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003)",-999,"Boback and Guyer, 2003","de Magalhaes and Costa, 2009",-999,-999,-999,-999,-999,"mean of Behler, J.L., King, F.W., 1979 & Reptile Incubation book from median of 4(Behler, J.L., King, F.W., 1979, Behler, J.L., King, F.W., 1979, Reptile Incubation book, Reptile Incubation book)",-999,"Carey, J.R. and D.S. Judge, 2002 from median of 3(Carey, J.R. and D.S. Judge, 2002, Carey, J.R. and D.S. Judge, 2002, de Magalhaes and Costa, 2009)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Rhynchophis,boulengeri,-999,"Rhinoceros Snake, Rhino Rat Snake",-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Salvadora,bairdi,-999,Baird's Patchnose Snake,-999,-999,"IUCN, 2011",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Salvadora,grahamiae,-999,Mountain Patchnose Snake,-999,"Reptile Incubation book from median of 5(Stebbins, R.C., 2003, Behler, J.L., King, F.W., 1979, Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Reptile Incubation book)",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,"mean of Behler, J.L., King, F.W., 1979 & Reptile Incubation book from median of 4(Behler, J.L., King, F.W., 1979, Behler, J.L., King, F.W., 1979, Reptile Incubation book, Reptile Incubation book)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Salvadora,hexalepis,-999,Western Patchnose Snake,-999,"Behler, J.L., King, F.W., 1979 from median of 9(Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Behler, J.L., King, F.W., 1979, Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Reptile Incubation book, Stebbins, R.C., 2003)",-999,"Boback and Guyer, 2003 from median of 3(Boback and Guyer, 2003, Boback and Guyer, 2003, Boback and Guyer, 2003)","Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,"Behler, J.L., King, F.W., 1979 from median of 5(Behler, J.L., King, F.W., 1979, Behler, J.L., King, F.W., 1979, Behler, J.L., King, F.W., 1979, Reptile Incubation book, Reptile Incubation book)",-999,"mean of Carey, J.R. and D.S. Judge, 2002 and de Magalhaes and Costa, 2009",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Salvadora,lemniscata,-999,Pacific Patchnose Snake,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Salvadora,mexicana,-999,Mexican Patchnose Snake,-999,-999,-999,-999,"Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,-999,-999,"Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Scaphiodontophis,annulatus,-999,Guatemala Neckband Snake,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Scaphiophis,albopunctatus,-999,African Shovel-nosed Snake,-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Senticolis,triaspis,-999,Green Rat Snake,-999,"mean of Reptile Incubation book & Stebbins, R.C., 2003 from median of 4(Stebbins, R.C., 2003, Reptile Incubation book, Stebbins, R.C., 2003, Reptile Incubation book)",-999,"Boback and Guyer, 2003","de Magalhaes and Costa, 2009",-999,-999,-999,-999,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,"mean of Carey, J.R. and D.S. Judge, 2002 and de Magalhaes and Costa, 2009",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Sibynophis,chinensis,-999,Chinese Many-tooth Snake,-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Sibynophis,collaris,-999,Common Many-tooth Snake,-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Sibynophis,melanocephalus,-999,"Black-headed Collared Snake, Malayan Many-tooth Snake",-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Sibynophis,sagittarius,-999,Cantor's black-headed snake,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Sibynophis,subpunctatus,-999,"Jerdon's Many-tooth Snake, Black-headed snake",-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Sibynophis,triangularis,-999,"Triangle Many-tooth Snake, Triangulate Collared Snake",-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Sonora,semiannulata,-999,Ground Snake,-999,"mean of Reptile Incubation book & Stebbins, R.C., 2003 from median of 4(Stebbins, R.C., 2003, Reptile Incubation book, Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003)",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Spalerosophis,atriceps,-999,"Diadem Snake, Royal Snake",-999,-999,-999,-999,"Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,-999,-999,"Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Spalerosophis,diadema,-999,"Diadem Snake, Royal Snake","de Magalhaes and Costa, 2009","mean of BC Reptiles - Fathinia, B., Rastegar-Pouyani, N., Darvishnia, H., and M. Rajabizadeh, 2010 & Reptile Incubation book from median of 4(BC Reptiles - Fathinia, B., Rastegar-Pouyani, N., Darvishnia, H., and M. Rajabizadeh, 2010, Reptile Incubation book, BC Reptiles - Fathinia, B., Rastegar-Pouyani, N., Darvishnia, H., and M. Rajabizadeh, 2010, Reptile Incubation book)",-999,-999,"de Magalhaes and Costa, 2009",-999,-999,-999,-999,"Birchard, G. and D. Marcellini, 1996","Birchard, G. and D. Marcellini, 1996 from median of 3(Birchard, G. and D. Marcellini, 1996, Reptile Incubation book, Reptile Incubation book)",-999,"Carey, J.R. and D.S. Judge, 2002 from median of 3(Carey, J.R. and D.S. Judge, 2002, Carey, J.R. and D.S. Judge, 2002, de Magalhaes and Costa, 2009)","de Magalhaes and Costa, 2009",-999,-999,-999,-999,-999,-999,-999,"BC Reptiles - Fathinia, B., Rastegar-Pouyani, N., Darvishnia, H., and M. Rajabizadeh, 2010",-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Spalerosophis,dolichospilus,-999,Werner's Diadem Snake,-999,-999,-999,-999,"Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,-999,-999,"Carey, J.R. and D.S. Judge, 2002",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Spalerosophis,microlepis,-999,Zebra Snake,-999,"mean of IUCN, 2011 and IUCN, 2011","IUCN, 2011",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Spilotes,pullatus,-999,"Chicken Snake, Yellow Rat Snake",-999,mean of Reptile Incubation book and Reptile Incubation book,-999,"Boback and Guyer, 2003","de Magalhaes and Costa, 2009",-999,-999,-999,-999,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,"mean of Carey, J.R. and D.S. Judge, 2002 and de Magalhaes and Costa, 2009",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Spilotes,sulphureus,-999,Amazon Puffing Snake,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Stegonotus,cucullatus,-999,Slatey-grey snake,-999,"Greer_Greer, A.E., 1997 from median of 4(Greer_Greer, A.E., 1997, Greer_Greer, A.E., 1997, Greer_Greer, A.E., 1997, Greer_Greer, A.E., 1997)",-999,"Boback and Guyer, 2003",-999,"Greer_Greer, A.E., 1997",-999,"mean of Greer_Greer, A.E., 1997 and Greer_Greer, A.E., 1997",-999,"Greer_Greer, A.E., 1997",-999,-999,-999,-999,-999,-999,-999,-999,"Greer_Greer, A.E., 1997","Greer_Greer, A.E., 1997",-999,-999,"Greer_Greer, A.E., 1997 from median of 3(Greer_Greer, A.E., 1997, Greer_Greer, A.E., 1997, Greer_Greer, A.E., 1997)","Greer_Greer, A.E., 1997 from median of 3(Greer_Greer, A.E., 1997, Greer_Greer, A.E., 1997, Greer_Greer, A.E., 1997)","mean of Greer_Greer, A.E., 1997 and Greer_Greer, A.E., 1997",-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Stegonotus,diehli,-999,Diehl's little ground snake,-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Stegonotus,guentheri,-999,Milne Bay ground snake,-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Stegonotus,heterurus,-999,Bismarck ground snake,-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Stegonotus,modestus,-999,Northern New Guinea ground snake,-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Stegonotus,parvus,-999,"common ground snake, slatey-grey snake",-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Stenorrhina,freminvillei,-999,"Blood Snake, Slaty Grey Snake",-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Tantilla,atriceps,-999,Mexican Blackhead Snake,-999,"mean of Stebbins, R.C., 2003 & Behler, J.L., King, F.W., 1979 from median of 6(Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Behler, J.L., King, F.W., 1979, Behler, J.L., King, F.W., 1979)",-999,"mean of Boback and Guyer, 2003 and Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Behler, J.L., King, F.W., 1979 and Behler, J.L., King, F.W., 1979"
Reptilia,Squamata,Colubridae,Tantilla,capistrata,-999,Capistrata Centipede Snake,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Tantilla,coronata,-999,Southeastern Crowned Snake,-999,"mean of Behler, J.L., King, F.W., 1979 & Reptile Incubation book from median of 4(Behler, J.L., King, F.W., 1979, Reptile Incubation book, Behler, J.L., King, F.W., 1979, Reptile Incubation book)",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Tantilla,cucullata,-999,Big Bend Blackhead Snake,-999,"mean of Behler, J.L., King, F.W., 1979 and Behler, J.L., King, F.W., 1979",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Tantilla,gracilis,-999,Flathead Snake,-999,"mean of Behler, J.L., King, F.W., 1979 & Reptile Incubation book from median of 4(Behler, J.L., King, F.W., 1979, Reptile Incubation book, Behler, J.L., King, F.W., 1979, Reptile Incubation book)",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Tantilla,hobartsmithi,-999,Southwestern Blackhead Snake,-999,"mean of Stebbins, R.C., 2003 and Stebbins, R.C., 2003",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Tantilla,melanocephala,-999,Black-headed Snake (equatoriana: Equator Centipede Snake),-999,mean of Reptile Incubation book and Reptile Incubation book,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Tantilla,nigriceps,-999,Plains Blackhead Snake,-999,"mean of Behler, J.L., King, F.W., 1979 & Stebbins, R.C., 2003 from median of 4(Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003)",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Tantilla,oolitica,-999,Rim Rock Crowned Snake,-999,"mean of Behler, J.L., King, F.W., 1979 and Behler, J.L., King, F.W., 1979",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Behler, J.L., King, F.W., 1979"
Reptilia,Squamata,Colubridae,Tantilla,planiceps,-999,Western Blackhead Snake,-999,"mean of Stebbins, R.C., 2003 & Behler, J.L., King, F.W., 1979 from median of 6(Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Behler, J.L., King, F.W., 1979, Behler, J.L., King, F.W., 1979)",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Behler, J.L., King, F.W., 1979 and Behler, J.L., King, F.W., 1979"
Reptilia,Squamata,Colubridae,Tantilla,relicta,-999,-999,-999,"mean of Behler, J.L., King, F.W., 1979 and Behler, J.L., King, F.W., 1979",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Tantilla,rubra,-999,Big Bend Black-headed Snake,-999,"mean of Behler, J.L., King, F.W., 1979 and Behler, J.L., King, F.W., 1979",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Tantilla,wilcoxi,-999,Chihuahuan Blackhead Snake,-999,"mean of Behler, J.L., King, F.W., 1979 and Behler, J.L., King, F.W., 1979",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Tantilla,yaquia,-999,Yaqui Blackhead Snake,-999,"Behler, J.L., King, F.W., 1979 from median of 7(Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Behler, J.L., King, F.W., 1979, Stebbins, R.C., 2003, Behler, J.L., King, F.W., 1979)",-999,"mean of Boback and Guyer, 2003 and Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Behler, J.L., King, F.W., 1979 and Behler, J.L., King, F.W., 1979"
Reptilia,Squamata,Colubridae,Telescopus,dhara,-999,"Large-Eyed Cat Snake, Israeli Catsnake",-999,-999,-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reptilia,Squamata,Colubridae,Telescopus,fallax,-999,"Mediterranean Cat Snake, European Catsnake",-999,"Reptile Incubation book from median of 3(IUCN, 2011, Reptile Incubation book, IUCN, 2011)",-999,"Boback and Guyer, 2003",-999,-999,-999,-999,-999,-999,mean of Reptile Incubation book and Reptile Incubation book,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
