class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Aves,Accipitriformes,Accipitridae,Accipiter,albogularis,-999,Pied Goshawk,-999,-999,-999,"Dunning, 1992 from median of 4(Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Bennett, 1986","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,badius,-999,Shikra,"Bennett, 1986","mean of BC Birds - Wilson, 2003 & Szekely, Lislevand, and Figuerola, 2007 from median of 6(Jetz, Sekercioglu, and Bohning-Gaese, 2008, BC Birds - Wilson, 2003, Szekely, Lislevand, and Figuerola, 2007, BC Birds - Wilson, 2003, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986)","Bennett, 1986","Dunning, 1992 from median of 7(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dyke and Kaiser, 2010, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,-999,-999,"Szekely, Lislevand, and Figuerola, 2007 from median of 3(Dyke and Kaiser, 2010, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","BC Birds - Wilson, 2003 from median of 5(BC Birds - Wilson, 2003, BC Birds - Wilson, 2003, BC Birds - Wilson, 2003, BC Birds - Wilson, 2003, Bennett, 1986)","Bennett, 1986 from median of 3(BC Birds - Wilson, 2003, BC Birds - Wilson, 2003, Bennett, 1986)",-999,-999,-999,"mean of Dunning, 1992 & Dyke and Kaiser, 2010 from median of 4(Dunning, 1992, Dunning, 1992, Dyke and Kaiser, 2010, Bennett, 1986)","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)","Szekely, Lislevand, and Figuerola, 2007",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,bicolor,-999,Bicolored Hawk,-999,"mean of Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 & Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009 from median of 4(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986)",-999,"Bennett, 1986 from median of 5(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,"Bennett, 1986",-999,-999,-999,-999,-999,"Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,brachyurus,-999,New Britain Sparrowhawk,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,brevipes,-999,Levant Sparrowhawk,"Bennett, 1986","Bennett, 1986 from median of 3(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986)","Bennett, 1986","Dunning, 1992 from median of 6(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dyke and Kaiser, 2010, Bennett, 1986)",-999,-999,-999,-999,-999,"mean of Dyke and Kaiser, 2010 and Bennett, 1986","Bennett, 1986","Bennett, 1986",-999,-999,-999,"mean of Dunning, 1992 & Bennett, 1986 from median of 4(Dunning, 1992, Dunning, 1992, Dyke and Kaiser, 2010, Bennett, 1986)","Bennett, 1986 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,castanilius,-999,Chestnut-flanked Sparrowhawk,-999,-999,-999,"mean of Szekely, Lislevand, and Figuerola, 2007 & Bennett, 1986 from median of 4(Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986, Dunning, 1992)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Bennett, 1986 from median of 3(Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986, Dunning, 1992)","Dunning, 1992 from median of 3(Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,chilensis,-999,Chilean Hawk,-999,"mean of Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 & Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009 from median of 4(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986)",-999,"Dunning, 1992 from median of 7(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,"Bennett, 1986",-999,-999,-999,-999,-999,"Dunning, 1992 from median of 5(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986)","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,chionogaster,-999,White-breasted Hawk,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 from median of 3(de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)","mean of Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009 & Bennett, 1986 from median of 6(Szekely, Lislevand, and Figuerola, 2007, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Jetz, Sekercioglu, and Bohning-Gaese, 2008, de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)","Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 from median of 3(de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)","Szekely, Lislevand, and Figuerola, 2007 from median of 9(Dunning, 1992, Dunning, 1992, Wasser, D.E. and P.W. Sherman, 2010, Dunning, 1992, Dyke and Kaiser, 2010, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, de Magalhaes and Costa, 2009, Bennett, 1986)","de Magalhaes and Costa, 2009",-999,-999,-999,-999,"Bennett, 1986 from median of 3(Dyke and Kaiser, 2010, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of de Magalhaes and Costa, 2009 and Bennett, 1986","mean of Carrier, D.R., Auriemma, J., 1992 and Bennett, 1986","mean of Lutmerding, J.A. and A.S. Love, 2013 & Wasser, D.E. and P.W. Sherman, 2010 from median of 6(Carey, J.R. and D.S. Judge, 2002, Lutmerding, J.A. and A.S. Love, 2013, Wasser, D.E. and P.W. Sherman, 2010, Wasser, D.E. and P.W. Sherman, 2010, de Magalhaes and Costa, 2009, Bennett, 1986)","de Magalhaes and Costa, 2009",-999,"Szekely, Lislevand, and Figuerola, 2007 from median of 5(Dunning, 1992, Dyke and Kaiser, 2010, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of Bennett, 1986 & Szekely, Lislevand, and Figuerola, 2007 from median of 6(Carrier, D.R., Auriemma, J., 1992, Carrier, D.R., Auriemma, J., 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Wasser, D.E. and P.W. Sherman, 2010",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,cirrocephalus,-999,Collared Sparrowhawk,-999,"mean of Bennett, 1986 & Jetz, Sekercioglu, and Bohning-Gaese, 2008 from median of 4(Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986, Jetz, Sekercioglu, and Bohning-Gaese, 2008, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009)",-999,"mean of Bennett, 1986 & Szekely, Lislevand, and Figuerola, 2007 from median of 6(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,-999,-999,"mean of Szekely, Lislevand, and Figuerola, 2007 and Bennett, 1986",-999,-999,-999,-999,-999,"mean of Szekely, Lislevand, and Figuerola, 2007 & Dunning, 1992 from median of 4(Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Dunning, 1992 from median of 4(Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,-999,Cooper's Hawk,"de Magalhaes and Costa, 2009 from median of 3(Bennett, 1986, de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004)","mean of Jetz, Sekercioglu, and Bohning-Gaese, 2008 & Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 from median of 6(Szekely, Lislevand, and Figuerola, 2007, Jetz, Sekercioglu, and Bohning-Gaese, 2008, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986, de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004)","de Magalhaes and Costa, 2009 from median of 3(Bennett, 1986, de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004)","Wasser, D.E. and P.W. Sherman, 2010 from median of 9(Dunning, 1992, Dunning, 1992, Wasser, D.E. and P.W. Sherman, 2010, Dunning, 1992, Dunning, 1992, Dyke and Kaiser, 2010, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986, de Magalhaes and Costa, 2009)","Lutmerding, J.A. and A.S. Love, 2013",-999,-999,"de Magalhaes and Costa, 2009",-999,"Szekely, Lislevand, and Figuerola, 2007 from median of 3(Dyke and Kaiser, 2010, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of Bennett, 1986 and de Magalhaes and Costa, 2009","mean of Carrier, D.R., Auriemma, J., 1992 and Bennett, 1986","de Magalhaes and Costa, 2009 from median of 7(Carey, J.R. and D.S. Judge, 2002, Carey, J.R. and D.S. Judge, 2002, Carey, J.R. and D.S. Judge, 2002, Wasser, D.E. and P.W. Sherman, 2010, Lutmerding, J.A. and A.S. Love, 2013, Bennett, 1986, de Magalhaes and Costa, 2009)","de Magalhaes and Costa, 2009",-999,"Bennett, 1986 from median of 5(Dunning, 1992, Dunning, 1992, Dyke and Kaiser, 2010, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Dunning, 1992 from median of 5(Carrier, D.R., Auriemma, J., 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Wasser, D.E. and P.W. Sherman, 2010",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,erythrauchen,-999,Rufous-necked Sparrowhawk,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,erythronemius,-999,Rufous-thighed Hawk,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 from median of 3(de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)","mean of Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009 & Bennett, 1986 from median of 6(Szekely, Lislevand, and Figuerola, 2007, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Jetz, Sekercioglu, and Bohning-Gaese, 2008, de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)","Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 from median of 3(de Magalhaes and Costa, 2009, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)","mean of Bennett, 1986 & Szekely, Lislevand, and Figuerola, 2007 from median of 10(Dunning, 1992, Dunning, 1992, Dunning, 1992, Wasser, D.E. and P.W. Sherman, 2010, Dunning, 1992, Dyke and Kaiser, 2010, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, de Magalhaes and Costa, 2009, Bennett, 1986)","de Magalhaes and Costa, 2009",-999,-999,-999,-999,"Bennett, 1986 from median of 3(Dyke and Kaiser, 2010, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of de Magalhaes and Costa, 2009 and Bennett, 1986","mean of Carrier, D.R., Auriemma, J., 1992 and Bennett, 1986","mean of Lutmerding, J.A. and A.S. Love, 2013 & Wasser, D.E. and P.W. Sherman, 2010 from median of 6(Carey, J.R. and D.S. Judge, 2002, Lutmerding, J.A. and A.S. Love, 2013, Wasser, D.E. and P.W. Sherman, 2010, Wasser, D.E. and P.W. Sherman, 2010, de Magalhaes and Costa, 2009, Bennett, 1986)","de Magalhaes and Costa, 2009",-999,"mean of Bennett, 1986 & Szekely, Lislevand, and Figuerola, 2007 from median of 6(Dunning, 1992, Dunning, 1992, Dyke and Kaiser, 2010, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","mean of Bennett, 1986 & Szekely, Lislevand, and Figuerola, 2007 from median of 6(Carrier, D.R., Auriemma, J., 1992, Carrier, D.R., Auriemma, J., 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Wasser, D.E. and P.W. Sherman, 2010",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,erythropus,-999,Red-thighed Sparrowhawk,-999,"Szekely, Lislevand, and Figuerola, 2007 from median of 3(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Szekely, Lislevand, and Figuerola, 2007, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009)",-999,"Bennett, 1986 from median of 5(Dunning, 1992, Dunning, 1992, Bennett, 1986, Dunning, 1992, Dunning, 1992)",-999,-999,-999,-999,-999,"Bennett, 1986",-999,-999,-999,-999,-999,"Dunning, 1992 from median of 3(Bennett, 1986, Dunning, 1992, Dunning, 1992)","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,-999,Brown Goshawk,-999,"mean of Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009 & Jetz, Sekercioglu, and Bohning-Gaese, 2008 from median of 4(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986, Szekely, Lislevand, and Figuerola, 2007)",-999,"mean of Szekely, Lislevand, and Figuerola, 2007 & Dunning, 1992 from median of 6(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986, Szekely, Lislevand, and Figuerola, 2007)",-999,-999,-999,-999,-999,"mean of Bennett, 1986 and Szekely, Lislevand, and Figuerola, 2007","Bennett, 1986","Bennett, 1986",-999,-999,-999,"mean of Dunning, 1992 & Bennett, 1986 from median of 4(Dunning, 1992, Dunning, 1992, Bennett, 1986, Szekely, Lislevand, and Figuerola, 2007)","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007)",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,francesiae,-999,Frances's Sparrowhawk,-999,"mean of Jetz, Sekercioglu, and Bohning-Gaese, 2008 and Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,"Dunning, 1992 from median of 4(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992","mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,-999,Northern Goshawk,"mean of de Magalhaes and Costa, 2009 and Bennett, 1986","mean of Szekely, Lislevand, and Figuerola, 2007 & Jetz, Sekercioglu, and Bohning-Gaese, 2008 from median of 6(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Szekely, Lislevand, and Figuerola, 2007, Krist, 2011, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, de Magalhaes and Costa, 2009, Bennett, 1986)","mean of de Magalhaes and Costa, 2009 and Bennett, 1986","mean of Dyke and Kaiser, 2010 & Krist, 2011 from median of 10(Dunning, 1992, Dunning, 1992, Wasser, D.E. and P.W. Sherman, 2010, Dyke and Kaiser, 2010, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Krist, 2011, de Magalhaes and Costa, 2009, Bennett, 1986)","Fransson, T., Kolehmainen, T., Kroon, C. et al., 2010",-999,-999,"Bennett, 1986",-999,"mean of Bennett, 1986 & Dyke and Kaiser, 2010 from median of 4(Dyke and Kaiser, 2010, Szekely, Lislevand, and Figuerola, 2007, Krist, 2011, Bennett, 1986)","mean of de Magalhaes and Costa, 2009 and Bennett, 1986","mean of Carrier, D.R., Auriemma, J., 1992 and Bennett, 1986","mean of Lutmerding, J.A. and A.S. Love, 2013 & Bennett, 1986 from median of 12(Carey, J.R. and D.S. Judge, 2002, Carey, J.R. and D.S. Judge, 2002, Carey, J.R. and D.S. Judge, 2002, Carey, J.R. and D.S. Judge, 2002, Lutmerding, J.A. and A.S. Love, 2013, Carey, J.R. and D.S. Judge, 2002, Carey, J.R. and D.S. Judge, 2002, Wasser, D.E. and P.W. Sherman, 2010, Fransson, T., Kolehmainen, T., Kroon, C. et al., 2010, Wasser, D.E. and P.W. Sherman, 2010, de Magalhaes and Costa, 2009, Bennett, 1986)","de Magalhaes and Costa, 2009",-999,"mean of Dunning, 1992 & Bennett, 1986 from median of 6(Dyke and Kaiser, 2010, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Krist, 2011, Bennett, 1986)","mean of Szekely, Lislevand, and Figuerola, 2007 & Krist, 2011 from median of 6(Carrier, D.R., Auriemma, J., 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Krist, 2011, Bennett, 1986)","mean of Wasser, D.E. and P.W. Sherman, 2010 and Krist, 2011",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,griseiceps,-999,Sulawesi Goshawk,-999,-999,-999,"Bennett, 1986 from median of 3(Dunning, 1992, Bennett, 1986, Dunning, 1992)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Bennett, 1986 and Dunning, 1992","mean of Dunning, 1992 and Bennett, 1986",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,gularis,-999,Japanese Sparrowhawk,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008 from median of 5(Bennett, 1986, Bennett, 1986, Jetz, Sekercioglu, and Bohning-Gaese, 2008, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009)",-999,"mean of Dunning, 1992 & Bennett, 1986 from median of 10(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986, Bennett, 1986)",-999,-999,-999,-999,-999,"mean of Bennett, 1986 and Bennett, 1986",-999,-999,-999,-999,-999,"Dunning, 1992 from median of 6(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986, Bennett, 1986)","mean of Bennett, 1986 & Dunning, 1992 from median of 6(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986, Bennett, 1986)",-999,-999,-999,-999,"mean of Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009 and Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,gundlachi,-999,Gundlach's Hawk,-999,"mean of Jetz, Sekercioglu, and Bohning-Gaese, 2008 and Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,haplochrous,-999,White-bellied Goshawk,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"Bennett, 1986 from median of 5(Dunning, 1992, Dunning, 1992, Bennett, 1986, Dunning, 1992, Dunning, 1992)",-999,-999,-999,-999,-999,"Bennett, 1986",-999,-999,-999,-999,-999,"Dunning, 1992 from median of 3(Bennett, 1986, Dunning, 1992, Dunning, 1992)","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,henstii,-999,Henst's Goshawk,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,hiogaster,-999,Variable Goshawk,-999,"mean of Szekely, Lislevand, and Figuerola, 2007 & Bennett, 1986 from median of 4(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Szekely, Lislevand, and Figuerola, 2007, Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009, Bennett, 1986)",-999,"Dunning, 1992 from median of 10(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,-999,-999,"mean of Szekely, Lislevand, and Figuerola, 2007 and Bennett, 1986",-999,-999,-999,-999,-999,"Dunning, 1992 from median of 6(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Dunning, 1992 from median of 6(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)","Szekely, Lislevand, and Figuerola, 2007",-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,imitator,-999,Imitator Goshawk,-999,-999,-999,"mean of Dunning, 1992 & Bennett, 1986 from median of 4(Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Bennett, 1986 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)","Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,luteoschistaceus,-999,Slaty-mantled Goshawk,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,madagascariensis,-999,Madagascan Sparrowhawk,-999,"mean of Jetz, Sekercioglu, and Bohning-Gaese, 2008 and Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,"Dunning, 1992 from median of 4(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992","mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,"Boyer, A.G., Cartron, J-L.E., and J.H. Brown, 2009",-999,-999,-999,-999,-999,-999,-999
Aves,Accipitriformes,Accipitridae,Accipiter,melanochlamys,-999,Black-mantled Goshawk,-999,-999,-999,"Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Bennett, 1986",-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
